Protein_A	Protein_B	Uniprot_A	Uniprot_B
DED1	RPL27B	P06634	P0C2H7
RPL27B	STM1	P0C2H7	P39015
RPL27B	TMA46	P0C2H7	Q12000
DED1	RPL28	P06634	P02406
NUM1	RPL28	Q00402	P02406
RPL28	SUB1	P02406	P54000
RBG1	RPL29	P39729	P05747
RPL29	SIW14	P05747	P53965
RPL29	STM1	P05747	P39015
RPL29	TMA46	P05747	Q12000
DED1	RPL2A	P06634	P0CX45
PRP4	RPL2A	P20053	P0CX45
RPL2A	TMA46	P0CX45	Q12000
RPL2B	SIW14	P0CX46	P53965
CDC48	RPL31A	P25694	P0C2H8
MRP51	RPL31A	Q02950	P0C2H8
RBG1	RPL31A	P39729	P0C2H8
RPL31A	RRP6	P0C2H8	Q12149
RPL31A	SET2	P0C2H8	P46995
RPL31A	SNF5	P0C2H8	P18480
RPL31A	STM1	P0C2H8	P39015
RPL31A	SUB1	P0C2H8	P54000
RPL31A	TMA46	P0C2H8	Q12000
RBG1	RPL31B	P39729	P0C2H9
RBG1	RPL32	P39729	P38061
DED1	RPL33A	P06634	P05744
PRP4	RPL33A	P20053	P05744
RBG1	RPL33A	P39729	P05744
DBP1	RPL33B	P24784	P41056
RPL33B	STM1	P41056	P39015
RPL33B	TMA46	P41056	Q12000
RBG1	RPL34A	P39729	P87262
RPL34A	STM1	P87262	P39015
RPL34A	TMA46	P87262	Q12000
RBG1	RPL34B	P39729	P40525
RPL34B	STM1	P40525	P39015
RPL34B	TMA46	P40525	Q12000
RBG1	RPL35A	P39729	P0CX84
RPL35A	TMA46	P0CX84	Q12000
RPL35B	TMA46	P0CX85	Q12000
NUF2	RPL36A	P33895	P05745
RPL36A	TMA46	P05745	Q12000
RBG1	RPL36B	P39729	O14455
RBG1	RPL37A	P39729	P49166
RPL37A	TMA46	P49166	Q12000
RPL37B	STM1	P51402	P39015
RPL37B	TMA46	P51402	Q12000
RBG1	RPL38	P39729	P49167
RPL38	TMA46	P49167	Q12000
NMD2	RPL3	P38798	P14126
RBG1	RPL3	P39729	P14126
RPL3	STM1	P14126	P39015
RPL3	TMA46	P14126	Q12000
RPL40A	RRP6	P0CH08	Q12149
RPL40B	SNF5	P0CH09	P18480
RPL41A	STM1	P0CX86	P39015
RPL41A	TMA46	P0CX86	Q12000
RPL41B	STM1	P0CX87	P39015
RPL41B	TMA46	P0CX87	Q12000
RPL42A	TMA46	P0CX27	Q12000
RPL42B	TMA46	P0CX28	Q12000
RBG1	RPL43A	P39729	P0CX25
RPL43A	STM1	P0CX25	P39015
RPL43A	TMA46	P0CX25	Q12000
RPL43A	TOM70	P0CX25	P07213
RPL43B	STM1	P0CX26	P39015
RPL43B	TMA46	P0CX26	Q12000
RPL4A	STM1	P10664	P39015
NMD2	RPL4B	P38798	P49626
RPL4B	STM1	P49626	P39015
RPL4B	TMA46	P49626	Q12000
RBG1	RPL5	P39729	P26321
RPL5	RRP6	P26321	Q12149
NUM1	RPL6A	Q00402	Q02326
PRP4	RPL6A	P20053	Q02326
RBG1	RPL6A	P39729	Q02326
RPL6A	STM1	Q02326	P39015
RPL6A	TMA46	Q02326	Q12000
RPL6B	STM1	P05739	P39015
RPL6B	TMA46	P05739	Q12000
RBG1	RPL7A	P39729	P05737
RPL7A	STM1	P05737	P39015
RPL7A	TMA46	P05737	Q12000
RPL7B	TMA46	Q12213	Q12000
RPL8A	STM1	P17076	P39015
RPL8A	TMA46	P17076	Q12000
RBG1	RPL8B	P39729	P29453
RPL8B	RRP6	P29453	Q12149
RPL8B	STM1	P29453	P39015
RPL8B	TMA46	P29453	Q12000
RBG1	RPL9A	P39729	P05738
RPL9A	STM1	P05738	P39015
RPL9A	TMA46	P05738	Q12000
RBG1	RPL9B	P39729	P51401
RPL9B	TMA46	P51401	Q12000
RPN10	SOD1	P38886	P00445
RPN10	STM1	P38886	P39015
RPN10	STU2	P38886	P46675
FUS3	RPN11	P16892	P43588
NUM1	RPN11	Q00402	P43588
RPN11	SOD1	P43588	P00445
RPN11	STM1	P43588	P39015
RPN11	TOM70	P43588	P07213
NUM1	RPN12	Q00402	P32496
RPN12	STU2	P32496	P46675
DED1	RPN1	P06634	P38764
RPN1	SOD1	P38764	P00445
FUS3	RPN4	P16892	Q03465
NUF2	RPN4	P33895	Q03465
RPN4	RRP6	Q03465	Q12149
RPN4	SOD1	Q03465	P00445
RPN4	SUB1	Q03465	P54000
CDC48	RPN5	P25694	Q12250
FUS3	RPN6	P16892	Q12377
NMD2	RPN6	P38798	Q12377
RPN7	SET2	Q06103	P46995
CDC48	RPN8	P25694	Q08723
NUF2	RPN8	P33895	Q08723
PRP4	RPN8	P20053	Q08723
RPN8	RRP6	Q08723	Q12149
RPN8	STU2	Q08723	P46675
DBP1	RPO21	P24784	P04050
NUM1	RPO21	Q00402	P04050
RPO21	RPO41	P04050	P13433
RPO21	RRP6	P04050	Q12149
RPO21	SET2	P04050	P46995
RPO21	SNF5	P04050	P18480
RPO21	STM1	P04050	P39015
RPO21	SUB1	P04050	P54000
ABZ2	RPO41	Q03266	P13433
ADI1	RPO41	Q03677	P13433
AIM11	RPO41	P87275	P13433
AIM4	RPO41	P38305	P13433
ALG3	RPO41	P38179	P13433
APL6	RPO41	P46682	P13433
ARC18	RPO41	Q05933	P13433
ARK1	RPO41	P53974	P13433
ARP6	RPO41	Q12509	P13433
ATG10	RPO41	Q07879	P13433
ATP10	RPO41	P18496	P13433
ATP23	RPO41	P53722	P13433
ATP3	RPO41	P38077	P13433
AVT5	RPO41	P38176	P13433
AZF1	RPO41	P41696	P13433
BIO2	RPO41	P32451	P13433
BNA3	RPO41	P47039	P13433
BUD21	RPO41	Q08492	P13433
BUD3	RPO41	P25558	P13433
CAT5	RPO41	P41735	P13433
CDC73	RPO41	Q06697	P13433
CEM1	RPO41	P39525	P13433
CHA1	RPO41	P25379	P13433
CHL1	RPO41	P22516	P13433
CHS5	RPO41	Q12114	P13433
CRD1	RPO41	Q07560	P13433
CTI6	RPO41	Q08923	P13433
DOT1	RPO41	Q04089	P13433
ECM22	RPO41	Q05958	P13433
ERF2	RPO41	Q06551	P13433
ERV25	RPO41	P54837	P13433
FMC1	RPO41	P40491	P13433
FYV10	RPO41	P40492	P13433
GAL2	RPO41	P13181	P13433
GAL80	RPO41	P04387	P13433
GAT2	RPO41	P40209	P13433
GCN3	RPO41	P14741	P13433
GLO4	RPO41	Q12320	P13433
GPP2	RPO41	P40106	P13433
HDA1	RPO41	P53973	P13433
HIR2	RPO41	P32480	P13433
HSP60	RPO41	P19882	P13433
HST3	RPO41	P53687	P13433
IDH1	RPO41	P28834	P13433
ILM1	RPO41	P47155	P13433
IMP2	RPO41	P46972	P13433
INP1	RPO41	Q03694	P13433
IRE1	RPO41	P32361	P13433
IXR1	RPO41	P33417	P13433
KAR2	RPO41	P16474	P13433
KCH1	RPO41	P47114	P13433
MBR1	RPO41	P23493	P13433
MDM30	RPO41	Q05930	P13433
MDR1	RPO41	P53258	P13433
MET28	RPO41	P40573	P13433
MGM101	RPO41	P32787	P13433
MGR1	RPO41	P25573	P13433
MGR2	RPO41	Q02889	P13433
MHP1	RPO41	P43638	P13433
MKS1	RPO41	P34072	P13433
MNE1	RPO41	P24720	P13433
MRL1	RPO41	Q06815	P13433
MRN1	RPO41	Q08925	P13433
MRPL4	RPO41	P36517	P13433
MTF2	RPO41	P10849	P13433
NEW1	RPO41	Q08972	P13433
NKP2	RPO41	Q06162	P13433
NPR3	RPO41	P38742	P13433
NVJ2	RPO41	Q06833	P13433
OCA2	RPO41	P53949	P13433
PAA1	RPO41	Q12447	P13433
PDA1	RPO41	P16387	P13433
PDE2	RPO41	P06776	P13433
PET127	RPO41	P32606	P13433
PET309	RPO41	P32522	P13433
PGD1	RPO41	P40356	P13433
PHO91	RPO41	P27514	P13433
PLB3	RPO41	Q08108	P13433
PPH3	RPO41	P32345	P13433
PPZ1	RPO41	P26570	P13433
PRY2	RPO41	P36110	P13433
PTC1	RPO41	P35182	P13433
PUT1	RPO41	P09368	P13433
RAD16	RPO41	P31244	P13433
RCM1	RPO41	P53972	P13433
REC102	RPO41	Q02721	P13433
RPL22A	RPO41	P05749	P13433
RPL36A	RPO41	P05745	P13433
RPL40B	RPO41	P0CH09	P13433
RPN4	RPO41	Q03465	P13433
RPO41	RPS29B	P13433	P41058
RPO41	RRD1	P13433	P40454
RPO41	RTS1	P13433	P38903
RPO41	RVS161	P13433	P25343
RPO41	SCT1	P13433	P32784
RPO41	SDS3	P13433	P40505
RPO41	SEC22	P13433	P22214
RPO41	SEG1	P13433	Q04279
RPO41	SIN3	P13433	P22579
RPO41	SIW14	P13433	P53965
RPO41	SLS1	P13433	P42900
RPO41	SMF1	P13433	P38925
RPO41	SNF1	P13433	P06782
RPO41	SNF3	P13433	P10870
RPO41	SNF4	P13433	P12904
RPO41	SPE1	P13433	P08432
RPO41	SPE4	P13433	Q12455
RPO41	SPO73	P13433	P40031
RPO41	SPS4	P13433	P09937
RPO41	SRN2	P13433	Q99176
RPO41	SSC1	P13433	P12294
RPO41	STB5	P13433	P38699
RPO41	SUC2	P13433	P00724-2
RPO41	SWF1	P13433	Q04629
RPO41	SYC1	P13433	Q08553
RPO41	SYG1	P13433	P40528
RPO41	SYM1	P13433	Q06563
RPO41	TAH1	P13433	P25638
RPO41	TAR1	P13433	Q8TGM6
RPO41	TAX4	P13433	P47030
RPO41	TEF4	P13433	P36008
RPO41	TEP1	P13433	P53916
RPO41	TIM21	P13433	P53220
RPO41	TMS1	P13433	Q12116
RPO41	TNA1	P13433	P53322
RPO41	TOM70	P13433	P07213
RPO41	TOP3	P13433	P13099
RPO41	TPC1	P13433	P53257
RPO41	TRK2	P13433	P28584
RPO41	TSA1	P13433	P34760
RPO41	UBA3	P13433	Q99344
RPO41	UBC12	P13433	P52491
RPO41	UBC13	P13433	P52490
RPO41	UGA1	P13433	P17649
RPO41	URA10	P13433	P30402
RPO41	VHS3	P13433	Q08438
RPO41	VIP1	P13433	Q06685
RPO41	VPH1	P13433	P32563
RPO41	VPS17	P13433	P32913
RPO41	YBP2	P13433	P53169
RPO41	YDL218W	P13433	Q07629
RPO41	YDR056C	P13433	NA
RPO41	YGR237C	P13433	P50089
RPO41	YIR007W	P13433	NA
RPO41	YJR120W	P13433	P47157
RPO41	YJR124C	P13433	P47159
RPO41	YKR104W	P13433	P0CE69
RPO41	YLR050C	P13433	NA
RPO41	YLR053C	P13433	Q12026
RPO41	YML018C	P13433	Q03730
RPO41	YML6	P13433	P51998
RPO41	YMR087W	P13433	Q04299
RPO41	YOL013W-A	P13433	P0C272
RPO41	YOL036W	P13433	Q08206
RPO41	YOR097C	P13433	Q12274
RPO41	YPL162C	P13433	Q12042
RPO41	YPR089W	P13433	O13585
NUM1	RPP0	Q00402	P05317
RBG1	RPP0	P39729	P05317
RPP0	SIW14	P05317	P53965
RBG1	RPP1A	P39729	P05318
RPP1A	STM1	P05318	P39015
RPP1A	TMA46	P05318	Q12000
NUM1	RPP1B	Q00402	P10622
RPP1B	STM1	P10622	P39015
RPP1B	TMA46	P10622	Q12000
CDC48	RPP1	P25694	P38786
RBG1	RPP2B	P39729	P02400
RPP2B	STM1	P02400	P39015
RPP2B	TMA46	P02400	Q12000
RBG1	RPS0A	P39729	P32905
RPO41	RPS0A	P13433	P32905
RPS0A	RRP6	P32905	Q12149
RPS0A	SET2	P32905	P46995
RPS0A	SNF5	P32905	P18480
RPS0A	STM1	P32905	P39015
RPS0A	SUB1	P32905	P54000
RPS0A	TMA46	P32905	Q12000
RBG1	RPS0B	P39729	P46654
RPS0B	STM1	P46654	P39015
RPS0B	TMA46	P46654	Q12000
CDC48	RPS10A	P25694	Q08745
DED1	RPS10A	P06634	Q08745
MRP51	RPS10A	Q02950	Q08745
RBG1	RPS10A	P39729	Q08745
RPS10A	RRP6	Q08745	Q12149
RPS10A	SET2	Q08745	P46995
RPS10A	STM1	Q08745	P39015
RPS10A	SUB1	Q08745	P54000
RPS10A	TMA46	Q08745	Q12000
RPS10B	STM1	P46784	P39015
NUP1	RPS11B	P20676	P0CX48
RPS11B	STM1	P0CX48	P39015
RPS11B	TUB4	P0CX48	P53378
CDC48	RPS12	P25694	P48589
DED1	RPS12	P06634	P48589
RBG1	RPS12	P39729	P48589
RPO41	RPS12	P13433	P48589
RPS12	RRP6	P48589	Q12149
RPS12	SET2	P48589	P46995
RPS12	SNF5	P48589	P18480
RPS12	STM1	P48589	P39015
RPS12	SUB1	P48589	P54000
RPS12	TMA46	P48589	Q12000
CDC48	RPS13	P25694	P05756
DED1	RPS13	P06634	P05756
MRP51	RPS13	Q02950	P05756
RBG1	RPS13	P39729	P05756
RPO41	RPS13	P13433	P05756
RPS13	RRP6	P05756	Q12149
RPS13	SET2	P05756	P46995
RPS13	SNF5	P05756	P18480
RPS13	STM1	P05756	P39015
RPS13	SUB1	P05756	P54000
RPS13	TMA46	P05756	Q12000
CDC48	RPS14A	P25694	P06367
DED1	RPS14A	P06634	P06367
RPO41	RPS14A	P13433	P06367
RPS14A	RRP6	P06367	Q12149
RPS14A	SET2	P06367	P46995
RPS14A	SNF5	P06367	P18480
RPS14A	STM1	P06367	P39015
RPS14A	SUB1	P06367	P54000
RPS14A	TMA46	P06367	Q12000
CDC48	RPS15	P25694	Q01855
DED1	RPS15	P06634	Q01855
RBG1	RPS15	P39729	Q01855
RPS15	RRP6	Q01855	Q12149
RPS15	SET2	Q01855	P46995
RPS15	SNF5	Q01855	P18480
RPS15	STM1	Q01855	P39015
RPS15	SUB1	Q01855	P54000
RPS15	TMA46	Q01855	Q12000
RPS16A	SIW14	P0CX51	P53965
RPS16A	STM1	P0CX51	P39015
CDC48	RPS17A	P25694	P02407
DED1	RPS17A	P06634	P02407
RBG1	RPS17A	P39729	P02407
RPS17A	RRP6	P02407	Q12149
RPS17A	SET2	P02407	P46995
RPS17A	STM1	P02407	P39015
RPS17A	SUB1	P02407	P54000
RPS17A	TMA46	P02407	Q12000
RPS17B	STM1	P14127	P39015
CDC48	RPS18A	P25694	P0CX55
DED1	RPS18A	P06634	P0CX55
RBG1	RPS18A	P39729	P0CX55
RPS18A	RRP6	P0CX55	Q12149
RPS18A	SET2	P0CX55	P46995
RPS18A	SNF5	P0CX55	P18480
RPS18A	STM1	P0CX55	P39015
RPS18A	SUB1	P0CX55	P54000
RPS18A	TMA46	P0CX55	Q12000
CDC48	RPS19A	P25694	P07280
RBG1	RPS19A	P39729	P07280
RPS19A	RRP6	P07280	Q12149
RPS19A	SET2	P07280	P46995
RPS19A	SNF5	P07280	P18480
RPS19A	STM1	P07280	P39015
RPS19A	SUB1	P07280	P54000
RPS19A	TMA46	P07280	Q12000
RPS19B	SNF5	P07281	P18480
RPS19B	SOD1	P07281	P00445
RPS19B	SUB1	P07281	P54000
RPS19B	TMA46	P07281	Q12000
CDC48	RPS1A	P25694	P33442
DED1	RPS1A	P06634	P33442
RBG1	RPS1A	P39729	P33442
RPO41	RPS1A	P13433	P33442
RPS1A	RRP6	P33442	Q12149
RPS1A	SET2	P33442	P46995
RPS1A	STM1	P33442	P39015
RPS1A	SUB1	P33442	P54000
RPS1A	TMA46	P33442	Q12000
CDC48	RPS20	P25694	P38701
PRP4	RPS20	P20053	P38701
RBG1	RPS20	P39729	P38701
RPS20	RRP6	P38701	Q12149
RPS20	SET2	P38701	P46995
RPS20	SNF5	P38701	P18480
RPS20	STM1	P38701	P39015
RPS20	SUB1	P38701	P54000
RPS20	TMA46	P38701	Q12000
RPS21A	STM1	P0C0V8	P39015
RPS21B	STM1	Q3E754	P39015
CDC48	RPS22A	P25694	P0C0W1
RBG1	RPS22A	P39729	P0C0W1
RPS22A	RRP6	P0C0W1	Q12149
RPS22A	SET2	P0C0W1	P46995
RPS22A	SNF5	P0C0W1	P18480
RPS22A	STM1	P0C0W1	P39015
RPS22A	SUB1	P0C0W1	P54000
RPS22A	TMA46	P0C0W1	Q12000
RPS22B	SNF5	Q3E7Y3	P18480
RPS24A	STM1	P0CX31	P39015
RPS24B	STM1	P0CX32	P39015
RPS25A	STM1	Q3E792	P39015
RPS25B	STM1	P0C0T4	P39015
RPS26A	STM1	P39938	P39015
RPS26B	STM1	P39939	P39015
CDC48	RPS27A	P25694	P35997
RBG1	RPS27A	P39729	P35997
RPS27A	RRP6	P35997	Q12149
RPS27A	SET2	P35997	P46995
RPS27A	STM1	P35997	P39015
RPS27A	SUB1	P35997	P54000
RPS27A	TMA46	P35997	Q12000
RPS27B	STM1	P38711	P39015
RPS28A	STM1	Q3E7X9	P39015
RPS29B	STM1	P41058	P39015
DBP1	RPS2	P24784	P25443
DED1	RPS2	P06634	P25443
DEF1	RPS2	P35732	P25443
NMD2	RPS2	P38798	P25443
NMD4	RPS2	Q12129	P25443
RBG1	RPS2	P39729	P25443
RPO41	RPS2	P13433	P25443
RPS2	RRP6	P25443	Q12149
RPS2	SET2	P25443	P46995
RPS2	SIW14	P25443	P53965
RPS2	SNF5	P25443	P18480
RPS2	STM1	P25443	P39015
RPS2	SUB1	P25443	P54000
RPS2	TMA46	P25443	Q12000
RPS30A	STM1	P0CX33	P39015
RPS30B	SIW14	P0CX34	P53965
RPS30B	STM1	P0CX34	P39015
RPS31	STM1	P05759	P39015
CDC48	RPS3	P25694	P05750
DEF1	RPS3	P35732	P05750
RBG1	RPS3	P39729	P05750
RPO41	RPS3	P13433	P05750
RPS3	RRP6	P05750	Q12149
RPS3	SET2	P05750	P46995
RPS3	SNF5	P05750	P18480
RPS3	STM1	P05750	P39015
RPS3	SUB1	P05750	P54000
RPS3	TMA46	P05750	Q12000
RPS4A	STM1	P0CX35	P39015
RPS4B	STM1	P0CX36	P39015
RBG1	RPS6A	P39729	P0CX37
RPS6A	RRP6	P0CX37	Q12149
RPS6A	SET2	P0CX37	P46995
RPS6A	SNF5	P0CX37	P18480
RPS6A	STM1	P0CX37	P39015
RPS6A	SUB1	P0CX37	P54000
RPS6A	TMA46	P0CX37	Q12000
RPS6B	STM1	P0CX38	P39015
CDC48	RPS7A	P25694	P26786
RBG1	RPS7A	P39729	P26786
RPO41	RPS7A	P13433	P26786
RPS7A	RRP6	P26786	Q12149
RPS7A	SET2	P26786	P46995
RPS7A	SNF5	P26786	P18480
RPS7A	STM1	P26786	P39015
RPS7A	SUB1	P26786	P54000
RPS7A	TMA46	P26786	Q12000
DED1	RPS8A	P06634	P0CX39
NUM1	RPS8A	Q00402	P0CX39
RBG1	RPS8A	P39729	P0CX39
RPS8A	RRP6	P0CX39	Q12149
RPS8A	SET2	P0CX39	P46995
RPS8A	SNF5	P0CX39	P18480
RPS8A	STM1	P0CX39	P39015
RPS8A	SUB1	P0CX39	P54000
RPS8A	TMA46	P0CX39	Q12000
RPS8B	STM1	P0CX40	P39015
CDC48	RPS9A	P25694	O13516
DED1	RPS9A	P06634	O13516
MRP51	RPS9A	Q02950	O13516
RBG1	RPS9A	P39729	O13516
RPO41	RPS9A	P13433	O13516
RPS9A	RRP6	O13516	Q12149
RPS9A	SET2	O13516	P46995
RPS9A	SNF5	O13516	P18480
RPS9A	STM1	O13516	P39015
RPS9A	SUB1	O13516	P54000
RPS9A	TMA46	O13516	Q12000
RPS9B	STM1	P05755	P39015
RPS9B	TMA46	P05755	Q12000
RPT1	SIW14	P33299	P53965
DBP1	RPT2	P24784	P40327
MRP51	RPT2	Q02950	P40327
PRP4	RPT2	P20053	P40327
RPT3	RRP6	P33298	Q12149
RPT3	SIW14	P33298	P53965
NDC80	RPT4	P40460	P53549
NMD2	RPT4	P38798	P53549
NUM1	RPT4	Q00402	P53549
RPT4	SET2	P53549	P46995
RPT4	SNF5	P53549	P18480
RPT4	STM1	P53549	P39015
CDC48	RPT5	P25694	P33297
DBP1	RPT5	P24784	P33297
MRP51	RPT5	Q02950	P33297
NUF2	RPT5	P33895	P33297
NUM1	RPT5	Q00402	P33297
PRP4	RPT5	P20053	P33297
RPT5	SET2	P33297	P46995
NUF2	RPT6	P33895	Q01939
RPT6	SIW14	Q01939	P53965
RPT6	SNF5	Q01939	P18480
RRB1	RRP6	Q04225	Q12149
RRB1	TOM70	Q04225	P07213
RRD2	SOD1	Q12461	P00445
RRF1	SIW14	P38771	P53965
RRG1	SIW14	Q12167	P53965
RRG8	STM1	Q06109	P39015
RRI1	STM1	Q12468	P39015
RRN5	SIW14	Q02983	P53965
RRP14	RRP6	P36080	Q12149
RRP15	RRP6	Q06511	Q12149
NUF2	RRP17	P33895	Q04031
PRP4	RRP17	P20053	Q04031
RRP17	RRP6	Q04031	Q12149
RRP1	RRP6	P35178	Q12149
RRP40	RRP6	Q08285	Q12149
RRP42	RRP6	Q12277	Q12149
RRP43	RRP6	P25359	Q12149
RRP45	RRP6	Q05636	Q12149
RRP45	SNF5	Q05636	P18480
RRP46	RRP6	P53256	Q12149
RRP4	RRP6	P38792	Q12149
RRP5	RRP6	Q05022	Q12149
AAT2	RRP6	P23542	Q12149
ABF1	RRP6	P14164	Q12149
ABF2	RRP6	Q02486	Q12149
ABP1	RRP6	P15891	Q12149
ACC1	RRP6	Q00955	Q12149
ACO2	RRP6	P39533	Q12149
ACT1	RRP6	P60010	Q12149
ADE13	RRP6	Q05911	Q12149
ADE3	RRP6	P07245	Q12149
ADH6	RRP6	Q04894	Q12149
ADK1	RRP6	P07170	Q12149
ADO1	RRP6	P47143	Q12149
AHA1	RRP6	Q12449	Q12149
AHP1	RRP6	P38013	Q12149
AIM4	RRP6	P38305	Q12149
AIR1	RRP6	P40507	Q12149
ALA1	RRP6	P40825	Q12149
ALD6	RRP6	P54115	Q12149
ALF1	RRP6	P53904	Q12149
APA1	RRP6	P16550	Q12149
ARD1	RRP6	P07347	Q12149
ARF3	RRP6	P40994	Q12149
ARG80	RRP6	P07249	Q12149
ARI1	RRP6	P53111	Q12149
ARL1	RRP6	P38116	Q12149
ARO1	RRP6	P08566	Q12149
ARO4	RRP6	P32449	Q12149
ARO8	RRP6	P53090	Q12149
ARP4	RRP6	P80428	Q12149
ASK10	RRP6	P48361	Q12149
ASN2	RRP6	P49090	Q12149
ATG2	RRP6	P53855	Q12149
ATG34	RRP6	Q12292	Q12149
BAS1	RRP6	P22035	Q12149
BAT2	RRP6	P47176	Q12149
BGL2	RRP6	P15703	Q12149
BMH1	RRP6	P29311	Q12149
BMH2	RRP6	P34730	Q12149
BNA1	RRP6	P47096	Q12149
BOI1	RRP6	P38041	Q12149
BRL1	RRP6	P38770	Q12149
BRX1	RRP6	Q08235	Q12149
BUD21	RRP6	Q08492	Q12149
CAC2	RRP6	Q04199	Q12149
CAD1	RRP6	P24813	Q12149
CAF130	RRP6	P53280	Q12149
CAM1	RRP6	P29547	Q12149
CAR2	RRP6	P07991	Q12149
CBF1	RRP6	P17106	Q12149
CBF5	RRP6	P33322	Q12149
CCR4	RRP6	P31384	Q12149
CCT4	RRP6	P39078	Q12149
CDC19	RRP6	P00549	Q12149
CDC23	RRP6	P16522	Q12149
CDC36	RRP6	P06100	Q12149
CDC37	RRP6	P06101	Q12149
CDC42	RRP6	P19073	Q12149
CDC8	RRP6	P00572	Q12149
CEP3	RRP6	P40969	Q12149
CHL4	RRP6	P38907	Q12149
CIN2	RRP6	P46670	Q12149
CIN5	RRP6	P40917	Q12149
CLP1	RRP6	Q08685	Q12149
CMC2	RRP6	Q3E7A4	Q12149
COF1	RRP6	Q03048	Q12149
CPR1	RRP6	P14832	Q12149
CPR3	RRP6	P25719	Q12149
CRN1	RRP6	Q06440	Q12149
CRP1	RRP6	P38845	Q12149
CSE2	RRP6	P33308	Q12149
CSF1	RRP6	Q12150	Q12149
CTF18	RRP6	P49956	Q12149
CTS2	RRP6	Q06350	Q12149
CUE4	RRP6	Q04201	Q12149
CYS3	RRP6	P31373	Q12149
CYS4	RRP6	P32582	Q12149
DBF4	RRP6	P32325	Q12149
DIB1	RRP6	Q06819	Q12149
DLD3	RRP6	P39976	Q12149
DPB11	RRP6	P47027	Q12149
DPS1	RRP6	P04802	Q12149
DST1	RRP6	P07273	Q12149
DTD1	RRP6	Q07648	Q12149
DYS1	RRP6	P38791	Q12149
EAF6	RRP6	P47128	Q12149
ECM33	RRP6	P38248	Q12149
EFT1	RRP6	P32324	Q12149
EMI2	RRP6	Q04409	Q12149
EMP46	RRP6	Q12396	Q12149
ENP2	RRP6	P48234	Q12149
EOS1	RRP6	P53938	Q12149
EPS1	RRP6	P40557	Q12149
ERG10	RRP6	P41338	Q12149
ERG13	RRP6	P54839	Q12149
ERG20	RRP6	P08524	Q12149
ETT1	RRP6	Q08421	Q12149
FHL1	RRP6	P39521	Q12149
FPR2	RRP6	P32472	Q12149
FRD1	RRP6	P32614	Q12149
FRS1	RRP6	P15624	Q12149
FRS2	RRP6	P15625	Q12149
FUM1	RRP6	P08417	Q12149
FUR1	RRP6	P18562	Q12149
FUS3	RRP6	P16892	Q12149
GCD11	RRP6	P32481	Q12149
GCN2	RRP6	P15442	Q12149
GCN20	RRP6	P43535	Q12149
GDH1	RRP6	P07262	Q12149
GDH3	RRP6	P39708	Q12149
GDI1	RRP6	P39958	Q12149
GEM1	RRP6	P39722	Q12149
GET2	RRP6	P40056	Q12149
GFA1	RRP6	P14742	Q12149
GIM4	RRP6	P40005	Q12149
GIS2	RRP6	P53849	Q12149
GLE1	RRP6	Q12315	Q12149
GLK1	RRP6	P17709	Q12149
GLN1	RRP6	P32288	Q12149
GLN3	RRP6	P18494	Q12149
GLN4	RRP6	P13188	Q12149
GLR1	RRP6	P41921	Q12149
GLT1	RRP6	Q12680	Q12149
GPP1	RRP6	P41277	Q12149
GRE2	RRP6	Q12068	Q12149
GRE3	RRP6	P38715	Q12149
GRR1	RRP6	P24814	Q12149
GRS1	RRP6	P38088-2	Q12149
GRX1	RRP6	P25373	Q12149
GRX2	RRP6	P17695	Q12149
GUA1	RRP6	P38625	Q12149
GUF1	RRP6	P46943	Q12149
GUK1	RRP6	P15454	Q12149
GUS1	RRP6	P46655	Q12149
HAC1	RRP6	P41546	Q12149
HAM1	RRP6	P47119	Q12149
HDA1	RRP6	P53973	Q12149
HDA2	RRP6	Q06629	Q12149
HEM2	RRP6	P05373	Q12149
HFM1	RRP6	P51979	Q12149
HIR1	RRP6	P32479	Q12149
HIR3	RRP6	P47171	Q12149
HNT1	RRP6	Q04344	Q12149
HOM2	RRP6	P13663	Q12149
HOM6	RRP6	P31116	Q12149
HOS2	RRP6	P53096	Q12149
HPT1	RRP6	Q04178	Q12149
HRI1	RRP6	Q05905	Q12149
HSC82	RRP6	P15108	Q12149
HSP104	RRP6	P31539	Q12149
HSP12	RRP6	P22943	Q12149
HSP150	RRP6	P32478	Q12149
HSP78	RRP6	P33416	Q12149
HST1	RRP6	P53685	Q12149
HTS1	RRP6	P07263-2	Q12149
HXK2	RRP6	P04807	Q12149
IDH1	RRP6	P28834	Q12149
IES4	RRP6	Q08561	Q12149
IES6	RRP6	P32617	Q12149
ILS1	RRP6	P09436	Q12149
ILV3	RRP6	P39522	Q12149
IMD2	RRP6	P38697	Q12149
IMD4	RRP6	P50094	Q12149
IMP3	RRP6	P32899	Q12149
IMP4	RRP6	P53941	Q12149
IRE1	RRP6	P32361	Q12149
IRR1	RRP6	P40541	Q12149
JNM1	RRP6	P36224	Q12149
KAP114	RRP6	P53067	Q12149
KAP123	RRP6	P40069	Q12149
KES1	RRP6	P35844	Q12149
KIN4	RRP6	Q01919	Q12149
KRE9	RRP6	P39005	Q12149
KRS1	RRP6	P15180	Q12149
LEO1	RRP6	P38439	Q12149
LEU4	RRP6	P06208	Q12149
LHP1	RRP6	P33399	Q12149
LHS1	RRP6	P36016	Q12149
LIA1	RRP6	P47120	Q12149
LOC1	RRP6	P43586	Q12149
LOS1	RRP6	P33418	Q12149
