	Gene names	Protein IDs	LFQ intensity 1	LFQ intensity 2	LFQ intensity 3	LFQ intensity 4	LFQ intensity 5	LFQ intensity 6	LFQ intensity 7	LFQ intensity 8	LFQ intensity 9	LFQ intensity 10	LFQ intensity 11	LFQ intensity 12	LFQ intensity 13	LFQ intensity 14	LFQ intensity 15
159	DNAJC13	O75165	15863000.0	0.0	17112000.0	0.0	14608000.0	0.0	13804000.0	0.0	0.0	0.0	0.0	0.0	15224000.0	20519000.0	0.0
160	DNAJB6	O75190	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
161	NDUFS7	O75251	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
162	NDUFS2	O75306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
163	HMMR	O75330	0.0	0.0	0.0	0.0	16135000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14934000.0
164	PDCD6	O75340	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
165	TBCA	O75347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
166	NCOR1	O75376	0.0	148360000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	196280000.0	452200000.0	0.0	0.0	195050000.0	96633000.0
167	CS	O75390	17532000.0	31128000.0	15394000.0	0.0	0.0	46164000.0	0.0	0.0	0.0	19296000.0	23744000.0	12989000.0	0.0	0.0	0.0
168	PRPF40A	O75400	637280000.0	12373000.0	23025000.0	0.0	35967000.0	341960000.0	128640000.0	8920700.0	10154000.0	12039000.0	14434000.0	135930000.0	27619000.0	552680000.0	24574000.0
169	PMPCB	O75439	14001000.0	0.0	0.0	0.0	0.0	21901000.0	0.0	0.0	0.0	0.0	0.0	7416400.0	0.0	22262000.0	0.0
170	SAP30	O75446	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
171	PSIP1	O75475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
172	NDUFS3	O75489	0.0	0.0	13036000.0	0.0	0.0	16809000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
173	SRSF10	O75494;Q8WXF0	60628000.0	39755000.0	98216000.0	0.0	159090000.0	0.0	120310000.0	44483000.0	0.0	40938000.0	0.0	110650000.0	107180000.0	55381000.0	53807000.0
174	KHDRBS3	O75525	0.0	0.0	0.0	0.0	38799000.0	0.0	31308000.0	0.0	0.0	29001000.0	0.0	33956000.0	0.0	0.0	0.0
175	BANF1	O75531	37309000.0	98032000.0	0.0	0.0	36875000.0	48118000.0	0.0	21788000.0	59222000.0	41369000.0	0.0	0.0	40170000.0	109970000.0	40240000.0
176	SF3B1	O75533	37810000.0	31022000.0	31872000.0	13701000.0	41674000.0	36818000.0	37025000.0	41540000.0	22034000.0	30345000.0	32440000.0	39850000.0	33289000.0	36462000.0	29492000.0
177	CSDE1	O75534	37949000.0	24429000.0	34717000.0	0.0	38402000.0	35394000.0	33035000.0	43258000.0	0.0	36638000.0	0.0	30129000.0	37338000.0	37253000.0	37658000.0
178	ZNF821	O75541	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
179	PRKRA	O75569	31832000.0	0.0	32861000.0	0.0	49751000.0	0.0	36507000.0	41659000.0	0.0	31022000.0	0.0	55878000.0	39039000.0	30941000.0	42415000.0
180	NPM3	O75607	81880000.0	0.0	83411000.0	44856000.0	0.0	66110000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	155350000.0	96690000.0
181	ERAL1	O75616	0.0	0.0	34590000.0	0.0	55932000.0	0.0	40422000.0	0.0	0.0	0.0	0.0	50337000.0	63760000.0	9526900.0	18838000.0
182	SNRNP200	O75643	46306000.0	44183000.0	39902000.0	0.0	55430000.0	49430000.0	42935000.0	16751000.0	0.0	35757000.0	16373000.0	68517000.0	53823000.0	59285000.0	11153000.0
183	UTP20	O75691	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
184	NUP155	O75694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
185	WDHD1	O75717	0.0	73900000.0	0.0	173150000.0	0.0	64451000.0	0.0	110560000.0	93293000.0	5708000.0	0.0	0.0	67079000.0	34480000.0	12396000.0
186	POP7	O75817	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
187	EIF3G	O75821	0.0	416050000.0	0.0	395150000.0	0.0	0.0	0.0	0.0	971650000.0	227460000.0	0.0	0.0	0.0	0.0	154050000.0
188	EIF3J	O75822	19717000.0	28567000.0	0.0	67149000.0	0.0	0.0	0.0	0.0	261290000.0	0.0	41528000.0	0.0	0.0	0.0	32025000.0
189	IDH1	O75874	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
190	SCO1	O75880	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
191	GABBR2	O75899	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
192	BCAS2	O75934	32359000.0	19477000.0	0.0	0.0	28413000.0	22416000.0	25537000.0	20905000.0	17127000.0	18502000.0	0.0	26414000.0	25896000.0	33375000.0	29357000.0
193	DCTN3	O75935	16456000.0	0.0	0.0	63237000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
194	ATP5H	O75947	19283000.0	0.0	18828000.0	0.0	0.0	31143000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
195	ATP5L	O75964	23391000.0	36197000.0	26948000.0	40275000.0	16500000.0	34351000.0	16719000.0	34425000.0	55665000.0	25799000.0	43333000.0	21871000.0	0.0	23185000.0	23695000.0
196	RSL1D1	O76021	69316000.0	34498000.0	36544000.0	0.0	45872000.0	34666000.0	50676000.0	20487000.0	0.0	35415000.0	0.0	45760000.0	34989000.0	67291000.0	38992000.0
197	CLPX	O76031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
198	SRP72	O76094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
199	URI1	O94763	0.0	18527000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20320000.0	0.0	0.0	0.0	0.0	0.0
200	MTA2	O94776;Q9BTC8;Q13330	9748500.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13149000.0	0.0
201	TOMM70A	O94826	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
202	MYO1D	O94832	26924000.0	0.0	21558000.0	0.0	24241000.0	0.0	30155000.0	0.0	0.0	0.0	0.0	21173000.0	39877000.0	59459000.0	0.0
203	TOX4	O94842;O15405;Q96NM4;O94900	52483000.0	0.0	0.0	0.0	0.0	34090000.0	0.0	86016000.0	0.0	83931000.0	0.0	0.0	0.0	0.0	116540000.0
204	ERLIN2	O94905;O75477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
205	PRPF6	O94906	10108000.0	0.0	0.0	0.0	0.0	0.0	0.0	8429100.0	0.0	0.0	0.0	10820000.0	0.0	0.0	0.0
206	PCF11	O94913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
207	HEXIM1	O94992	0.0	35752000.0	0.0	0.0	0.0	47423000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
208	LETM1	O95202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
209	LUC7L3	O95232	88856000.0	67908000.0	60824000.0	62700000.0	67760000.0	67545000.0	76971000.0	39715000.0	75854000.0	40450000.0	42421000.0	82296000.0	84952000.0	84309000.0	66737000.0
210	NDUFA10	O95299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
211	SMC2	O95347	0.0	11270000.0	0.0	0.0	0.0	10975000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
212	FARS2	O95363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
213	IPO7	O95373	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
214	CD2BP2	O95400	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
215	ZIC2	O95409	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
216	AHSA1	O95433	30239000.0	0.0	54163000.0	62900000.0	0.0	48555000.0	23617000.0	61334000.0	50346000.0	0.0	0.0	0.0	0.0	22150000.0	0.0
217	NSA2	O95478	12040000.0	0.0	0.0	0.0	0.0	7223700.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13721000.0	0.0
218	PCNT	O95613	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
219	YEATS4	O95619	0.0	18053000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15132000.0	0.0	0.0	0.0	0.0	0.0
220	CPSF4	O95639;A6NMK7	0.0	104960000.0	347600000.0	0.0	566690000.0	0.0	449330000.0	7520500.0	19924000.0	186790000.0	144370000.0	485400000.0	557190000.0	139590000.0	82781000.0
221	HSPA4L	O95757	0.0	0.0	9708100.0	0.0	0.0	15790000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
222	AP2A1;AP2A2	O95782;O94973	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
223	STAU1	O95793	40353000.0	25258000.0	30835000.0	0.0	45479000.0	27615000.0	33099000.0	33354000.0	18548000.0	33826000.0	0.0	37795000.0	40965000.0	37649000.0	48325000.0
224	BAG2	O95816	24502000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33704000.0	0.0
225	MAP4K4	O95819;Q8N4C8;Q9UKE5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
226	AIFM1	O95831	0.0	0.0	74715000.0	128820000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
227	TRUB2	O95900	0.0	0.0	29063000.0	0.0	46274000.0	0.0	46146000.0	0.0	0.0	0.0	0.0	35375000.0	36936000.0	0.0	0.0
228	ECD	O95905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
229	TOP3B	O95985;Q13472	6530200.0	0.0	0.0	0.0	10637000.0	0.0	0.0	0.0	0.0	0.0	0.0	9114400.0	0.0	0.0	11227000.0
230	NDUFB10	O96000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
231	ACTL6A	O96019;O94805	8701100.0	406490000.0	20203000.0	0.0	25041000.0	0.0	0.0	0.0	0.0	33794000.0	0.0	0.0	62384000.0	259530000.0	0.0
232	LDHA	P00338;Q6ZMR3;P07864	29620000.0	175320000.0	58043000.0	26714000.0	39271000.0	226330000.0	18939000.0	126630000.0	0.0	55521000.0	100670000.0	53369000.0	77278000.0	0.0	7007300.0
233	GLUD1;GLUD2	P00367;P49448	0.0	32060000.0	0.0	0.0	0.0	31345000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
234	CYB5R3	P00387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
235	MT-CO2	P00403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
236	PNP	P00491	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
237	HPRT1	P00492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
238	GOT2	P00505	18757000.0	56101000.0	8622600.0	0.0	0.0	81872000.0	0.0	14428000.0	16024000.0	17948000.0	35959000.0	16948000.0	0.0	0.0	0.0
239	PGK1	P00558;P07205	0.0	77838000.0	29016000.0	50416000.0	0.0	153880000.0	0.0	36476000.0	46493000.0	36527000.0	80356000.0	29688000.0	31434000.0	9811900.0	0.0
240	CA2	P00918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
241	IGKC	P01834	24123000.0	35374000.0	0.0	0.0	22373000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
242	HLA-B;HLA-C;HLA-E;HLA-H	P01889;P10321;P13747;P01893	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
243	LMNA	P02545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
244	TFRC	P02786	0.0	17465000.0	0.0	0.0	11214000.0	14152000.0	0.0	0.0	0.0	0.0	0.0	0.0	11422000.0	0.0	0.0
245	HPX	P02790	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
246	ALDOA	P04075;P09972	21656000.0	55396000.0	23001000.0	10361000.0	0.0	194130000.0	0.0	24592000.0	0.0	14261000.0	22388000.0	12348000.0	13389000.0	0.0	0.0
247	OAT	P04181	12332000.0	37458000.0	9634000.0	16019000.0	0.0	52257000.0	0.0	7273600.0	0.0	11291000.0	26721000.0	8541800.0	14281000.0	9586500.0	0.0
248	KRT1	P04264;CON__P04264;CON__H-INV:HIT000016045	1363700000.0	175990000.0	351890000.0	67343000.0	113900000.0	9583400.0	30608000.0	128850000.0	104370000.0	470990000.0	332990000.0	68875000.0	91234000.0	49445000.0	16680000.0
249	TUBB4A	P04350;A6NNZ2;CON__ENSEMBL:ENSBTAP00000025008;Q9H4B7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
250	GAPDH	P04406	121540000.0	299430000.0	174800000.0	150830000.0	91500000.0	428690000.0	64866000.0	224420000.0	150920000.0	165770000.0	262810000.0	121940000.0	131890000.0	43001000.0	36349000.0
251	TP53	P04637	36235000.0	17778000.0	22059000.0	0.0	18643000.0	21577000.0	0.0	0.0	23124000.0	16854000.0	0.0	0.0	15291000.0	24986000.0	11648000.0
252	HSPB1	P04792	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
253	RPN1	P04843	28743000.0	52283000.0	33535000.0	44744000.0	15641000.0	47210000.0	14749000.0	32444000.0	45698000.0	23517000.0	47067000.0	21061000.0	21814000.0	26328000.0	21262000.0
254	RPN2	P04844	0.0	0.0	29427000.0	30855000.0	0.0	47299000.0	0.0	39842000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
255	GNAI1;GNAI2;GNAT1;GNAT2;GNAO1;GNAI3;GNAT3;GNAL;GNAS	P63096;P04899;P11488;P19087;P09471;P08754;A8MTJ3;P38405;Q5JWF2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
256	HIST1H2AC;HIST3H2A;HIST1H2AB;H2AFX	Q93077;Q7L7L0;P04908;P16104;Q8IUE6;Q96QV6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
257	ATP1A1	P05023;P13637;P50993;Q13733;P54707;P20648	20309000.0	35878000.0	27015000.0	36021000.0	11353000.0	42867000.0	14982000.0	29173000.0	12857000.0	22498000.0	33121000.0	16499000.0	18308000.0	17823000.0	10338000.0
258	SLC25A5	P05141;Q9H0C2	345040000.0	376120000.0	575650000.0	813510000.0	290730000.0	421260000.0	483350000.0	628010000.0	374530000.0	435960000.0	244950000.0	273630000.0	331310000.0	414400000.0	271050000.0
259	EIF2S1	P05198	0.0	0.0	24648000.0	0.0	0.0	0.0	28363000.0	0.0	0.0	23410000.0	0.0	0.0	0.0	0.0	0.0
260	RPLP1	P05386	553270000.0	342740000.0	227930000.0	146690000.0	310590000.0	305150000.0	223410000.0	181300000.0	313190000.0	187190000.0	174350000.0	381810000.0	356240000.0	741170000.0	453180000.0
261	RPLP2	P05387	553630000.0	398140000.0	188510000.0	195480000.0	249050000.0	335050000.0	168560000.0	171930000.0	303800000.0	192450000.0	223980000.0	276960000.0	312790000.0	580170000.0	418670000.0
262	RPLP0;RPLP0P6	P05388;Q8NHW5	624770000.0	421880000.0	422450000.0	277860000.0	392970000.0	476410000.0	403750000.0	264810000.0	287510000.0	254880000.0	235520000.0	395000000.0	498180000.0	746540000.0	522740000.0
263	POLR3D	P05423	12148000.0	0.0	0.0	0.0	0.0	12890000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16354000.0	0.0
264	SSB	P05455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
265	KRT18	P05783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
266	PTMA	P06454	0.0	0.0	0.0	18215000.0	0.0	34933000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
267	CDK1	P06493;Q00526	17802000.0	30533000.0	26987000.0	28125000.0	11429000.0	30567000.0	0.0	22401000.0	0.0	20340000.0	0.0	13718000.0	0.0	21685000.0	0.0
268	ATP5B	P06576	74968000.0	169240000.0	87777000.0	128760000.0	36955000.0	276000000.0	39983000.0	95597000.0	101490000.0	97145000.0	170640000.0	58919000.0	79721000.0	55076000.0	30206000.0
269	EIF4E	P06730	0.0	0.0	42476000.0	44418000.0	46105000.0	30600000.0	45117000.0	0.0	87528000.0	75905000.0	0.0	37618000.0	0.0	0.0	54806000.0
270	ENO1	P06733;P13929;P09104	133250000.0	357040000.0	138690000.0	174660000.0	62306000.0	461710000.0	28885000.0	162320000.0	149940000.0	145340000.0	274620000.0	114560000.0	108750000.0	44640000.0	38866000.0
271	PYGL	P06737;P11217;P11216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
272	GPI	P06744;CON__Q3ZBD7	0.0	0.0	16918000.0	32556000.0	0.0	73816000.0	0.0	0.0	0.0	0.0	0.0	17476000.0	0.0	0.0	0.0
273	NPM1	P06748	852870000.0	541630000.0	536610000.0	350750000.0	573950000.0	637500000.0	474520000.0	386950000.0	504550000.0	484730000.0	545080000.0	566320000.0	527610000.0	1208100000.0	890510000.0
274	TPM3	P06753	19114000.0	23059000.0	16202000.0	0.0	0.0	27387000.0	20316000.0	0.0	19138000.0	0.0	0.0	14913000.0	16076000.0	15489000.0	0.0
275	HIST3H2BB;HIST2H2BE;HIST1H2BB;HIST1H2BO;HIST1H2BJ	Q8N257;Q16778;P33778;P23527;P06899;Q96A08;Q6DRA6;Q6DN03	212900000.0	144040000.0	111660000.0	0.0	149630000.0	134680000.0	120440000.0	205280000.0	264740000.0	247380000.0	0.0	159270000.0	219480000.0	254230000.0	189180000.0
276	LDHB	P07195	42854000.0	116230000.0	56492000.0	61166000.0	30211000.0	151720000.0	0.0	35032000.0	0.0	54663000.0	85703000.0	33557000.0	31735000.0	15542000.0	0.0
277	NEFL	P07196	23497000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	102270000.0	23858000.0	0.0	0.0	31628000.0	28780000.0	0.0
278	NEFM	P07197;P12036	119590000.0	3081800.0	0.0	0.0	0.0	0.0	0.0	0.0	422270000.0	174710000.0	0.0	0.0	150940000.0	102350000.0	0.0
279	GPX1	P07203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
280	P4HB	P07237	0.0	16740000.0	153760000.0	0.0	218630000.0	11624000.0	128050000.0	0.0	0.0	19502000.0	24524000.0	144860000.0	108600000.0	9614500.0	0.0
281	ANXA2;ANXA2P2	P07355;A6NMY6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
282	TUBB	P07437	239870000.0	401580000.0	443900000.0	616380000.0	167400000.0	570530000.0	216120000.0	442240000.0	384280000.0	308430000.0	378030000.0	227580000.0	227650000.0	526850000.0	414660000.0
283	PFN1	P07737;CON__P02584	48606000.0	92581000.0	24032000.0	43172000.0	19346000.0	175540000.0	0.0	44582000.0	54449000.0	40012000.0	0.0	35700000.0	29301000.0	0.0	0.0
284	APRT	P07741	10048000.0	0.0	0.0	0.0	0.0	29897000.0	0.0	0.0	0.0	0.0	21213000.0	9972400.0	0.0	0.0	0.0
285	EPRS	P07814	15944000.0	23634000.0	16445000.0	23959000.0	10676000.0	22838000.0	0.0	21812000.0	19073000.0	13691000.0	18017000.0	0.0	13006000.0	15626000.0	0.0
286	HSP90AA1	P07900;Q14568;Q58FG0;Q58FG1;Q58FF6	72083000.0	183690000.0	69570000.0	73083000.0	12591000.0	243990000.0	14452000.0	49218000.0	51017000.0	58272000.0	144840000.0	50466000.0	59061000.0	0.0	0.0
287	HNRNPC;HNRNPCL1;HNRNPCL2;HNRNPCL4;HNRNPCL3	P07910;O60812;B2RXH8;P0DMR1;B7ZW38	229670000.0	143710000.0	254900000.0	0.0	451670000.0	206100000.0	326420000.0	383210000.0	96977000.0	356900000.0	0.0	421900000.0	485580000.0	173930000.0	493060000.0
288	UQCRH	P07919	0.0	0.0	28946000.0	0.0	0.0	44103000.0	0.0	0.0	0.0	0.0	0.0	0.0	24482000.0	0.0	0.0
289	FH	P07954	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
290	RHOC;RHOA;RHOB	P08134;P61586;P62745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
291	SLC3A2	P08195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
292	PFKM	P08237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
293	HSP90AB1	P08238;Q58FF7	190850000.0	482860000.0	268910000.0	353600000.0	111970000.0	612710000.0	109680000.0	245070000.0	239610000.0	212870000.0	400970000.0	166090000.0	209780000.0	124460000.0	76501000.0
294	SRPR	P08240	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
295	ASNS	P08243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
296	PDHA1	P08559;P29803	55826000.0	18535000.0	261730000.0	194230000.0	0.0	53746000.0	0.0	26307000.0	169290000.0	0.0	906200000.0	0.0	425420000.0	47388000.0	12640000.0
297	CYC1	P08574	0.0	0.0	0.0	32062000.0	0.0	29320000.0	0.0	0.0	0.0	0.0	0.0	0.0	11356000.0	0.0	0.0
298	SNRNP70	P08621	26738000.0	0.0	18379000.0	0.0	33731000.0	19642000.0	29276000.0	34947000.0	0.0	29275000.0	0.0	30093000.0	24603000.0	17855000.0	39124000.0
299	VIM	P08670;P17661;P41219;CON__Q9H552	741430000.0	84175000.0	44406000.0	31629000.0	53854000.0	99227000.0	51431000.0	119310000.0	2528700000.0	977990000.0	108140000.0	49964000.0	1116500000.0	781110000.0	62839000.0
300	RPS17	P08708	425130000.0	211170000.0	326220000.0	0.0	242690000.0	273380000.0	535360000.0	346540000.0	299510000.0	403740000.0	115830000.0	249530000.0	193260000.0	308640000.0	437940000.0
301	RPSA	P08865;A0A8I5KQE6	51582000.0	115260000.0	87622000.0	63419000.0	45734000.0	136520000.0	54058000.0	87519000.0	70364000.0	86783000.0	101370000.0	49661000.0	54103000.0	61278000.0	65263000.0
302	MRPL3	P09001	0.0	0.0	128970000.0	0.0	148060000.0	0.0	138100000.0	0.0	0.0	33001000.0	0.0	148070000.0	150700000.0	27633000.0	43595000.0
303	ACAA1	P09110	105630000.0	0.0	0.0	0.0	0.0	145730000.0	13320000.0	0.0	0.0	0.0	0.0	20010000.0	0.0	127230000.0	0.0
304	GSTP1	P09211	0.0	56699000.0	32518000.0	55506000.0	12830000.0	93920000.0	0.0	0.0	46960000.0	39103000.0	0.0	33474000.0	31547000.0	17388000.0	0.0
305	SNRPC	P09234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43741000.0	0.0	0.0	0.0	0.0	0.0	0.0	55352000.0
306	LGALS1	P09382	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
307	HMGB1	P09429;B2RPK0	22402000.0	62358000.0	31034000.0	33381000.0	0.0	79597000.0	10278000.0	16147000.0	0.0	22881000.0	53274000.0	12261000.0	15429000.0	0.0	0.0
308	TPM1;TPM2	P09493;CON__Q3SX28;P07951	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
309	CLTA	P09496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
310	DLD	P09622	4808500000.0	113530000.0	3693000000.0	0.0	77589000.0	69028000.0	8159100.0	6593099999.999999	5657100000.0	10803000.0	219690000.0	62841000.0	22489000.0	3155899999.9999995	2017800.0
311	HNRNPA1;HNRNPA1L2	P09651;A0A2R8Y4L2;Q32P51	516710000.0	248340000.0	381830000.0	88495000.0	606160000.0	330320000.0	499280000.0	826130000.0	158930000.0	682790000.0	79105000.0	583810000.0	362610000.0	349080000.0	983150000.0
312	SNRPA1	P09661	13414000.0	0.0	0.0	0.0	0.0	14315000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
313	PARP1	P09874	100470000.0	100740000.0	121590000.0	55552000.0	106980000.0	156080000.0	83050000.0	81705000.0	33821000.0	58967000.0	75343000.0	98726000.0	104520000.0	169760000.0	68168000.0
314	H2AFV;H2AFZ	Q71UI9;P0C0S5	0.0	58520000.0	32885000.0	0.0	24752000.0	0.0	17941000.0	52894000.0	0.0	43913000.0	0.0	0.0	0.0	0.0	0.0
315	HIST1H2AJ;HIST1H2AH;H2AFJ;HIST1H2AD;HIST1H2AG	Q99878;Q96KK5;Q9BTM1;P20671;P0C0S8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
