PG.ProteinGroups	PG.Genes	[1] 20250620_BB_LS_DIA_Pooled_IP_15x30_1.raw.PG.NrOfPrecursorsIdentified	[2] 20250620_BB_LS_DIA_Pooled_IP_15x30_2.raw.PG.NrOfPrecursorsIdentified	[3] 20250620_BB_LS_DIA_Pooled_IP_15x30_3.raw.PG.NrOfPrecursorsIdentified	[4] 20250620_BB_LS_DIA_Pooled_IP_15x30_4.raw.PG.NrOfPrecursorsIdentified	[5] 20250620_BB_LS_DIA_Pooled_IP_15x30_5.raw.PG.NrOfPrecursorsIdentified	[6] 20250620_BB_LS_DIA_Pooled_IP_15x30_6.raw.PG.NrOfPrecursorsIdentified	[7] 20250620_BB_LS_DIA_Pooled_IP_15x30_7.raw.PG.NrOfPrecursorsIdentified	[8] 20250620_BB_LS_DIA_Pooled_IP_15x30_8.raw.PG.NrOfPrecursorsIdentified	[9] 20250620_BB_LS_DIA_Pooled_IP_15x30_9.raw.PG.NrOfPrecursorsIdentified	[10] 20250620_BB_LS_DIA_Pooled_IP_15x30_10.raw.PG.NrOfPrecursorsIdentified	[11] 20250620_BB_LS_DIA_Pooled_IP_15x30_11.raw.PG.NrOfPrecursorsIdentified	[12] 20250620_BB_LS_DIA_Pooled_IP_15x30_12.raw.PG.NrOfPrecursorsIdentified	[13] 20250620_BB_LS_DIA_Pooled_IP_15x30_13.raw.PG.NrOfPrecursorsIdentified	[14] 20250620_BB_LS_DIA_Pooled_IP_15x30_14.raw.PG.NrOfPrecursorsIdentified	[15] 20250620_BB_LS_DIA_Pooled_IP_15x30_15.raw.PG.NrOfPrecursorsIdentified	[1] 20250620_BB_LS_DIA_Pooled_IP_15x30_1.raw.PG.Quantity	[2] 20250620_BB_LS_DIA_Pooled_IP_15x30_2.raw.PG.Quantity	[3] 20250620_BB_LS_DIA_Pooled_IP_15x30_3.raw.PG.Quantity	[4] 20250620_BB_LS_DIA_Pooled_IP_15x30_4.raw.PG.Quantity	[5] 20250620_BB_LS_DIA_Pooled_IP_15x30_5.raw.PG.Quantity	[6] 20250620_BB_LS_DIA_Pooled_IP_15x30_6.raw.PG.Quantity	[7] 20250620_BB_LS_DIA_Pooled_IP_15x30_7.raw.PG.Quantity	[8] 20250620_BB_LS_DIA_Pooled_IP_15x30_8.raw.PG.Quantity	[9] 20250620_BB_LS_DIA_Pooled_IP_15x30_9.raw.PG.Quantity	[10] 20250620_BB_LS_DIA_Pooled_IP_15x30_10.raw.PG.Quantity	[11] 20250620_BB_LS_DIA_Pooled_IP_15x30_11.raw.PG.Quantity	[12] 20250620_BB_LS_DIA_Pooled_IP_15x30_12.raw.PG.Quantity	[13] 20250620_BB_LS_DIA_Pooled_IP_15x30_13.raw.PG.Quantity	[14] 20250620_BB_LS_DIA_Pooled_IP_15x30_14.raw.PG.Quantity	[15] 20250620_BB_LS_DIA_Pooled_IP_15x30_15.raw.PG.Quantity	[1] 20250620_BB_LS_DIA_Pooled_IP_15x30_1.raw.PG.IBAQ	[2] 20250620_BB_LS_DIA_Pooled_IP_15x30_2.raw.PG.IBAQ	[3] 20250620_BB_LS_DIA_Pooled_IP_15x30_3.raw.PG.IBAQ	[4] 20250620_BB_LS_DIA_Pooled_IP_15x30_4.raw.PG.IBAQ	[5] 20250620_BB_LS_DIA_Pooled_IP_15x30_5.raw.PG.IBAQ	[6] 20250620_BB_LS_DIA_Pooled_IP_15x30_6.raw.PG.IBAQ	[7] 20250620_BB_LS_DIA_Pooled_IP_15x30_7.raw.PG.IBAQ	[8] 20250620_BB_LS_DIA_Pooled_IP_15x30_8.raw.PG.IBAQ	[9] 20250620_BB_LS_DIA_Pooled_IP_15x30_9.raw.PG.IBAQ	[10] 20250620_BB_LS_DIA_Pooled_IP_15x30_10.raw.PG.IBAQ	[11] 20250620_BB_LS_DIA_Pooled_IP_15x30_11.raw.PG.IBAQ	[12] 20250620_BB_LS_DIA_Pooled_IP_15x30_12.raw.PG.IBAQ	[13] 20250620_BB_LS_DIA_Pooled_IP_15x30_13.raw.PG.IBAQ	[14] 20250620_BB_LS_DIA_Pooled_IP_15x30_14.raw.PG.IBAQ	[15] 20250620_BB_LS_DIA_Pooled_IP_15x30_15.raw.PG.IBAQ
A4D1E9	GTPBP10	10	9	12	2	9	9	9	7	7	9	2	9	10	8	8	36147	14088.9169921875	42062.9921875	5772.080078125	34255.47265625	25821.021484375	38917.83984375	14333.3486328125	4806.583984375	11461.609375	5706.91015625	32099.009765625	26627.33984375	28662.974609375	19839.53125	6970.2	3043.3	8430.1	214.8	5800	7509.1	6631.2	2185.1	920.2	2598.5	300.7	5533.8	4961.7	4995.3	3417.6
A5YKK6	CNOT1	29	31	23	21	23	29	20	26	16	19	14	25	19	24	22	47856.33203125	65232.26171875	58718.4453125	29625.86328125	39867.01953125	50270.54296875	41080.67578125	38413.17578125	9916.6611328125	23613.33984375	8288.75390625	28463.44921875	26337.462890625	32933.88671875	20877.689453125	4436.1	4737.4	5603.4	4330.3	2655	4246.9	8444.9	3155.2	651.2	3870.7	492.2	2149.4	2061.5	2455.8	1456.8
A6NDG6	PGP	2	5	5	3	0	8	0	2	4	3	3	3	3	3	0	17856.609375	10574.939453125	26158.01953125	7185.71044921875	NaN	22507.873046875	NaN	30257.30078125	4149.13037109375	11893.607421875	6112.02099609375	5263.23876953125	8339.5859375	4781.48681640625	NaN	1241.1	2449.6	6250.5	582.2	NaN	7799.1	NaN	1564.3	844	1758	1249.2	751.5	1058.5	852.1	NaN
A6NDR6;O00470;O14770;Q99687	MEIS3P1;MEIS1;MEIS2;MEIS3	0	0	0	0	0	1	0	0	0	0	0	0	2	2	0	NaN	NaN	NaN	NaN	NaN	729.5381469726562	NaN	NaN	NaN	NaN	NaN	NaN	1971.955078125	2563.521240234375	NaN	NaN	NaN	NaN	NaN	NaN	70.4;48.2;57.2;57.2	NaN	NaN	NaN	NaN	NaN	NaN	303.4;207.6;246.5;246.5	387.3;265;314.7;314.7	NaN
A6NDU8	RIMOC1	1	1	0	0	0	1	0	1	1	0	1	0	1	1	0	5154.896484375	13320.3203125	NaN	NaN	NaN	19915.390625	NaN	5524.19677734375	5665.14794921875	NaN	4873.81494140625	NaN	8856.7763671875	10344.1015625	NaN	286.4	740	NaN	NaN	NaN	1106.4	NaN	306.9	314.7	NaN	270.8	NaN	492	574.7	NaN
A6NEE1	PLEKHD1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	NaN	3762.74853515625	154690.46875	NaN	2830.402587890625	4991.90966796875	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	139.4	5729.3	NaN	104.8	184.9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
A6NEQ2	FAM181B	1	1	1	0	1	0	1	1	0	1	0	1	1	1	1	262845.75	119016.890625	253482.8125	NaN	166412.484375	NaN	194335.640625	118196.6328125	NaN	130342.1015625	NaN	136841.265625	135592.328125	255169.296875	247287.8125	14602.5	6612	14082.4	NaN	9245.1	NaN	10796.4	6566.5	NaN	7241.2	NaN	7602.3	7532.9	14176.1	13738.2
A6NFI3	ZNF316	2	1	1	0	2	2	2	1	1	2	0	1	2	2	2	6449.443359375	3395.7080078125	15358.1884765625	NaN	5131.4501953125	3800.842529296875	5049.3046875	2901.917724609375	1298.0069580078125	3261.488037109375	NaN	6972.5439453125	2955.412353515625	3466.6669921875	4193.51416015625	324.3	41.1	186	NaN	194.6	185.2	251.6	35.2	42.1	238.7	NaN	84.5	114.2	153.3	149
A6NHR9	SMCHD1	32	25	28	22	23	37	23	32	11	18	11	24	28	31	25	15329.1962890625	8524.1572265625	13211.3359375	7591.2587890625	11911.5703125	17535.646484375	11418.154296875	9439.642578125	2143.046142578125	4789.24169921875	3578.868896484375	9822.154296875	12160.6552734375	17824.3046875	9335.6865234375	4345	2090.9	2997	1454	3202.1	3906.3	2597.4	2663.3	224.2	1457	351.2	2790.3	3689.6	4685.9	3043.8
A6NIH7;Q13432	UNC119B;UNC119	1	1	1	1	0	1	0	1	0	1	0	0	0	1	1	18891.4140625	18151.482421875	38010.59375	9666.2763671875	NaN	16850.521484375	NaN	9992.033203125	NaN	13969.1328125	NaN	NaN	NaN	13562.1640625	8110.63818359375	1259.4;1717.4	1210.1;1650.1	2534;3455.5	644.4;878.8	NaN	1123.4;1531.9	NaN	666.1;908.4	NaN	931.3;1269.9	NaN	NaN	NaN	904.1;1232.9	540.7;737.3
A6NJ78	METTL15	2	2	2	0	1	3	1	2	0	1	0	1	1	1	0	2542.426025390625	2171.85302734375	4218.5771484375	NaN	1029.726806640625	2747.62255859375	2230.517578125	2085.63037109375	NaN	1104.79736328125	NaN	1221.8533935546875	1272.9384765625	708.2767944335938	NaN	240.3	189.6	294	NaN	41.6	322.7	119.1	221.3	NaN	44.6	NaN	49.4	51.4	28.6	NaN
A6NKD9	CCDC85C	1	2	0	1	1	2	0	2	2	0	2	1	2	1	0	498.2691650390625	5.533201217651367	NaN	545.6433715820312	NaN	512.0469360351562	NaN	81.45707702636719	135.67469787597656	NaN	49.65230941772461	NaN	NaN	585.449951171875	NaN	15.9	0.2	NaN	17.4	0	76.1	NaN	9.5	15.8	NaN	5.8	0	0	18.6	NaN
A6NNL5	C15orf61	1	1	1	1	1	1	1	0	0	1	0	1	1	0	0	4533.857421875	5293.57373046875	14670.875	5224.4384765625	5087.72998046875	6648.71630859375	9693.2646484375	NaN	NaN	1480.808837890625	NaN	4137.81103515625	8859.58203125	NaN	NaN	503.8	588.2	1630.1	580.5	565.3	738.7	1077	NaN	NaN	164.5	NaN	459.8	984.4	NaN	NaN
A8MPP1	DDX11L8	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	NaN	NaN	5666.78173828125	NaN	NaN	NaN	NaN	419.42718505859375	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	113.3	NaN	NaN	NaN	NaN	8.4	NaN	NaN	NaN	NaN	NaN	NaN	NaN
A8MWA4	ZNF705EP	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	24015.08203125	12136.03515625	23284.099609375	9725.4052734375	23422.09375	18220.1328125	2637.8876953125	7991.19580078125	4043.97509765625	7242.4560546875	7815.0341796875	11601.3681640625	20499.208984375	18032.125	14636.478515625	1264	638.7	1225.5	511.9	1232.7	959	138.8	420.6	212.8	381.2	411.3	610.6	1078.9	949.1	770.3
A8MWD9;P62308	SNRPGP15;SNRPG	3	3	3	2	3	3	3	2	2	2	2	3	3	2	3	23002.8125	21955.841796875	43338.37890625	12736.349609375	37887.5546875	30220.998046875	20709.0234375	18233.5546875	7836.2890625	21865.94140625	8398.6435546875	29118.26953125	28425.4765625	23280.517578125	23214.265625	15333.1;19166.4	13801.7;17252.1	26085.301;32606.6	5243.6;6554.5	21459.9;26824.9	19731.5;24664.301	13006.8;16258.5	7552.5;9440.6	3236;4044.9	9109.6;11387.1	3456;4320	17031.6;21289.5	17534.801;21918.5	9664;12080	13222.5;16528.1
A8MXV4	NUDT19	2	2	2	1	1	2	0	2	1	2	1	2	2	1	0	9172.8525390625	10327.400390625	8845.01953125	4977.9462890625	3119.947021484375	17560.640625	NaN	2759.428466796875	1756.6597900390625	4127.9462890625	1069.7784423828125	3853.248779296875	4047.584716796875	5243.259765625	NaN	955.7	1045.2	983.9	126.2	268.5	1752.5	NaN	395.9	151.2	458.7	92.1	448.4	515.4	132.9	NaN
B2RTY4	MYO9A	1	2	4	3	0	2	3	3	0	3	0	2	0	1	1	7795.265625	6390.1083984375	16947.337890625	8518.1474609375	NaN	6810.3037109375	9669.3896484375	6244.49853515625	NaN	2708.757080078125	NaN	1792.93896484375	NaN	9028.5185546875	1492.6715087890625	26.7	132.3	369	194.2	NaN	74.2	155.8	142.9	NaN	79.5	NaN	39.5	NaN	49.4	5.1
B7ZW38;P0DMR1	HNRNPCL3;HNRNPCL4	1	0	1	0	0	0	1	1	0	1	0	0	0	0	1	238671.78125	NaN	205034.09375	NaN	NaN	NaN	189366.859375	292797.53125	NaN	278446.71875	NaN	NaN	NaN	NaN	479019.59375	11933.6;11933.6	NaN	10251.7;10251.7	NaN	NaN	NaN	9468.3;9468.3	14639.9;14639.9	NaN	13922.3;13922.3	NaN	NaN	NaN	NaN	23951;23951
B9A064	IGLL5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8112.78125	16784.701171875	9133.43359375	15239.595703125	12786.1328125	8541.7529296875	11261.767578125	11240.5458984375	7385.9814453125	7362.8974609375	11604.947265625	7658.203125	14394.9619140625	11403.0029296875	12583.9169921875	624.1	1291.1	702.6	1172.3	983.5	657.1	866.3	864.7	568.2	566.4	892.7	589.1	1107.3	877.2	968
C9JLW8	MCRIP1	11	11	11	3	10	11	11	11	8	10	4	11	11	9	11	34995.46484375	36133	62739.30078125	9489.54296875	41246.67578125	32786.0078125	46106.2578125	32148.177734375	7015.46875	49213.6796875	4137.15283203125	33917.765625	32432.990234375	25682.947265625	47914.6171875	39520	42190.5	66033.102	5400.8	42483	43853.898	49251.199	33946.199	6132.2	56198	4278.9	40961.801	37835.898	18254.199	46176
E9PAV3	NACA	9	10	6	7	6	10	2	4	7	7	7	6	10	6	6	24435.91015625	43541.07421875	31008.798828125	23651.267578125	13325.974609375	50246.72265625	9665.2470703125	9706.5771484375	10888.2724609375	9461.8974609375	17332.359375	14939.2060546875	19078.619140625	17766.251953125	11620.8076171875	1213	2087.1	1060	1137.1	379.5	2577	186.5	266.3	390.5	387.7	652.5	441.9	1076.6	583.2	440.2
E9PQ53;O95298	NDUFC2-KCTD14;NDUFC2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20084.3671875	36674.96875	39381.83203125	28190.169921875	23692.830078125	43179.28125	29196.12890625	28245.72265625	14208.2158203125	22117.458984375	18912.48046875	19249.45703125	22262.1015625	20120.26171875	14888.162109375	2869.2;2510.5	5239.3;4584.4	5626;4922.7	4027.2;3523.8	3384.7;2961.6	6168.5;5397.4	4170.9;3649.5	4035.1;3530.7	2029.7;1776	3159.6;2764.7	2701.8;2364.1	2749.9;2406.2	3180.3;2782.8	2874.3;2515	2126.9;1861
E9PRG8	C11orf98	7	6	6	3	5	6	5	6	4	6	5	6	4	6	5	50251.49609375	23857.6484375	33735.19921875	7376.6796875	48335.00390625	36876.2421875	40423.40234375	22960.6171875	9263.7265625	31434.501953125	5018.39306640625	34440.4296875	33893.0625	65123.5859375	53113.82421875	27833.6	13253.4	20822.199	2606.5	24560.6	20272.9	23638.801	10097.4	3988.8	11145.2	2019.1	20473.199	15755.4	31359.199	28535.1
L0R819	ASDURF	4	5	4	2	1	4	1	3	0	5	0	5	1	3	0	11009.2158203125	27401.853515625	10898.646484375	2339.065673828125	12977.912109375	12930.6328125	15580.3994140625	8908.5498046875	NaN	16922.423828125	NaN	20713.623046875	9361.865234375	20248.935546875	NaN	5899.4	17302.199	5778.2	1151.2	2800.8	6894.5	3362.4	3956.4	NaN	10950.1	NaN	12904.9	2020.4	7959.6	NaN
O00116	AGPS	12	13	14	12	9	14	9	11	7	12	11	12	13	11	8	8031.5859375	9588.8310546875	11380.05078125	4974.20654296875	3766.6552734375	14646.5166015625	5639.09423828125	5323.4462890625	3138.45361328125	4556.16357421875	3916.0166015625	5073.5361328125	5379.3701171875	5223.83203125	2618.799560546875	3712	3438.8	11521.1	10147.4	921.7	10550	2166.1	1830.2	818.4	1793.1	1436	1950.9	2213.8	48108.301	8870.4
O00139	KIF2A	37	36	34	17	32	37	34	27	27	29	17	31	33	33	32	141104.890625	86786.859375	134919.40625	28327.322265625	106144.203125	108380.8359375	114182.4765625	44258.71484375	21244.376953125	45847.375	16452.892578125	83956.5390625	86204.0390625	122660.515625	70519.7265625	35618	20596.301	100683	4940.4	25409.6	26401.4	109709.602	9309.3	5888.5	47563.5	2670.9	21816.6	22423.801	29174.6	17879.4
O00148	DDX39A	3	3	4	3	2	4	2	3	2	3	2	2	3	1	2	7006.96923828125	14586.0732421875	8275.919921875	8882.0673828125	30409.2890625	22638.078125	13156.951171875	6852.96337890625	2751.77197265625	5062.46826171875	8775.7958984375	13102.068359375	17441.697265625	14717.943359375	5192.9208984375	733.3	2040.3	2175.6	767.6	1935.3	2413.9	1887.9	476.8	179.1	495.4	554.6	944	1434.9	403.7	330.1
O00151	PDLIM1	10	10	8	4	3	12	2	6	6	6	7	4	6	6	2	14294.1376953125	17203.484375	18570.23046875	11361.1328125	8058.12841796875	36499.828125	4359.93310546875	7584.21240234375	4830.474609375	11497.140625	9336.3232421875	13755.0537109375	12820.2958984375	10117.0322265625	5568.38330078125	3847.9	4016.8	4618.3	1982	1734.1	11034.5	496.2	1551.3	1126	2411.2	2474.5	2976.6	2680.5	2530	567.6
O00154	ACOT7	11	12	12	9	6	14	6	9	9	8	5	7	6	9	5	20359.6328125	22720.9453125	27840.12109375	11905.240234375	13706.7060546875	40219.48828125	12590.8134765625	13424.98046875	11727.953125	14057.322265625	11139.1298828125	19338.544921875	17334.17578125	17555.8515625	8933.10546875	6963.1	6386.2	11031.8	3202.3	1989.6	13809.1	4043.7	3653.5	2202.8	3697.7	1747	3748.2	2964.9	4674.7	1797.7
O00159	MYO1C	61	47	52	28	51	53	52	39	48	45	16	53	60	57	35	129625.5390625	52968.0234375	131593.8125	36555.1015625	101130.765625	81119.265625	144109.96875	50885.83203125	40006.93359375	55158.97265625	11897.16796875	82671.71875	124868.46875	177699.640625	48928.85546875	30008.4	12771.6	30114.301	7846.8	22701.199	19742.6	32626.301	10279.4	8579.3	12315.2	1340.3	20193.199	29630.199	37983.398	9661.9
O00161	SNAP23	3	4	3	1	1	4	1	1	3	2	0	1	3	3	0	6108.74951171875	3689.399169921875	5913.47509765625	17148.1796875	2226.03662109375	6581.87255859375	25219.291015625	12059.4375	4275.193359375	6974.0546875	NaN	3905.3125	6663.80517578125	6797.6259765625	NaN	1446.5	954.3	938.8	187.7	309.7	1923.3	3508.5	1677.7	979.5	1012.6	NaN	543.3	1625.4	1551.2	NaN
O00165	HAX1	13	13	14	13	10	12	12	12	10	11	7	11	9	10	8	42771.53125	37578.40625	73944.765625	33653.10546875	31456.275390625	52768.99609375	47582.5078125	42787.54296875	20251.0703125	23559.70703125	10234.220703125	28115.294921875	30983.86328125	45535.0390625	18283.07421875	9709.8	9038.7	19678.301	9279.6	8181.9	12900	12346.6	10539.2	4912.4	5881	1381.1	7585.8	7020.9	10734.1	4764
O00170	AIP	2	4	1	1	1	4	2	1	1	1	1	1	1	1	2	20308.541015625	17156.69140625	30926.40234375	14070.673828125	9283.591796875	43165.53515625	12859.7958984375	9935.7744140625	7702.1455078125	10524.41015625	12928.95703125	15594.322265625	12908.5	10814.3515625	6166.2900390625	2103.1	1976.8	2171.5	988	651.8	4469	1323.8	697.6	540.8	739	907.8	1094.9	906.4	759.3	446.1
O00178	GTPBP1	38	31	34	13	34	35	33	22	18	25	15	33	34	26	30	105412.1328125	50003.98828125	94621.9296875	22254.884765625	89736.828125	72472.359375	80210.984375	42107.0546875	17562.552734375	52431.8828125	15087.4638671875	76298.7734375	67760.8203125	116516.5078125	77934.8359375	24808.9	13742.2	22620	8620.3	20808.9	22654.6	24097.5	10276.9	3411.4	11181.8	5839.3	20533.699	15630	23859.4	17417.699
O00186	STXBP3	2	4	3	3	1	5	1	2	3	2	3	2	2	2	1	5447.9443359375	9132.6181640625	32586.607421875	8635.4970703125	6025.07958984375	15200.0048828125	6072.986328125	6396.99853515625	3568.496337890625	11888.25390625	4529.9423828125	8101.63134765625	6321.6943359375	3848.315185546875	2883.89599609375	314.6	847.2	7573.2	435.8	214.7	1306.8	216.4	411.5	191.5	2290.8	239.9	395.1	304.6	215.6	102.8
O00193	SMAP	5	5	4	2	3	5	2	3	2	3	3	5	5	3	2	12401.65234375	15136.271484375	15876.9384765625	15171.3857421875	12211.7919921875	21434.423828125	12730.2890625	9644.9501953125	9203.6875	10138.9072265625	10032.859375	12696.0810546875	10308.21484375	14190.1796875	8364.2646484375	7269.6	7812.7	7122.5	6599.4	6236.5	6977.6	4855	4883.8	4193.5	3935.6	5447.8	6123.7	5752.8	4176.1	5251.6
O00203	AP3B1	11	10	9	8	3	11	4	5	4	4	5	8	7	9	4	10687.4619140625	13011.259765625	23629.05859375	7439.67236328125	8955.0849609375	13797.6025390625	9074.44921875	5823.3212890625	3108.971435546875	5140.87451171875	4312.00390625	7951.81640625	9899.3623046875	9408.1220703125	5124.42822265625	1191.9	1512.2	3735.8	667.1	401	1634.9	769.5	195.4	153.8	228.1	226.6	3921.5	5009.2	949.6	180.6
O00213;Q92870	APBB1;APBB2	1	0	1	1	0	1	1	1	1	0	1	0	0	1	0	3782.6123046875	NaN	5406.9912109375	2168.294921875	NaN	8013.3134765625	2482.114990234375	2542.730224609375	332.7236328125	NaN	689.1260986328125	NaN	NaN	4074.284912109375	NaN	114.6;92.3	NaN	163.8;131.9	65.7;52.9	NaN	242.8;195.4	75.2;60.5	77.1;62	10.1;8.1	NaN	20.9;16.8	NaN	NaN	123.5;99.4	NaN
O00217	NDUFS8	4	6	8	6	4	7	4	5	4	6	4	5	6	4	5	6109.8681640625	11721.796875	10940.6640625	10632.7626953125	6364.19873046875	16094.6376953125	7353.6240234375	8472.76953125	3534.414306640625	7097.6640625	5789.216796875	6723.9638671875	8857.54296875	8054.39501953125	3624.267333984375	1408.6	5475.3	6064.6	4288.3	1821.6	6543	2091.3	2866.8	820.9	3005.4	1948.9	2299.5	3976.7	1828	1244.8
O00231	PSMD11	20	26	20	21	9	26	9	25	23	15	18	22	22	12	16	45258.89453125	82038.609375	106253.1015625	55368.4296875	26517.716796875	147157.515625	43404.64453125	106765.203125	58594.08203125	32788.28515625	28729.31640625	93403.734375	61640.14453125	24658.470703125	26043.763671875	10085.3	17118	17187.199	11850.5	4117.5	29948.199	5893.6	23772.5	12923.3	7011.8	6028.1	20039.4	13099.6	5806.9	6174.2
O00232	PSMD12	6	10	6	3	3	11	2	10	10	6	7	9	8	3	3	19303.458984375	24640.84765625	25457.71484375	13433.4541015625	12028.177734375	37168.65625	13486.2705078125	27015.75390625	13651.564453125	11796.3984375	7155.22900390625	30195.646484375	18321.93359375	13309.33203125	21107.080078125	4440.8	5045.1	6617.7	1014.4	1577.8	9003.3	1602.3	6154.8	2964.9	2645.3	1194.5	6215.1	3739.2	1783.3	2807.3
O00233	PSMD9	2	4	4	4	2	4	1	2	3	2	3	3	2	2	2	12641.5458984375	21613.34765625	22104.15625	10677.6650390625	11134.6396484375	21511.005859375	16374.0478515625	3530.89306640625	7075.6796875	9914.5830078125	9540.89453125	9984.3125	12871.1650390625	20773.99609375	7952.14013671875	2396.3	3118.7	3894.9	1548.9	1713	3451.5	1771.3	127.4	928.9	1181.9	639.4	2115.6	1825.5	2111.1	907.3
O00244	ATOX1	1	2	2	1	0	3	0	1	1	2	2	1	1	0	1	9710.27734375	15185.4853515625	15590.6171875	30081.017578125	NaN	20964.119140625	NaN	21617.0078125	1910.6180419921875	5977.4111328125	4359.89599609375	9272.9072265625	5944.14404296875	NaN	12301.22265625	2750.4	7725.1	8158.4	6730.7	NaN	10814.2	NaN	4836.9	541.2	3048.4	2754.4	2626.6	1683.7	NaN	2752.4
O00255	MEN1	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	7047.759765625	3349.571533203125	6304.37548828125	3306.296142578125	NaN	3711.77392578125	NaN	NaN	NaN	NaN	NaN	5219.50732421875	NaN	NaN	NaN	220.2	104.7	197	103.3	NaN	116	NaN	NaN	NaN	NaN	NaN	163.1	NaN	NaN	NaN
O00257	CBX4	6	5	6	0	6	4	5	4	1	6	2	5	6	4	5	17484.60546875	6291.22119140625	17327.2734375	NaN	18022.591796875	14468.8984375	13163.3466796875	6407.62255859375	1447.6568603515625	9424.47265625	1125.0152587890625	10139.3974609375	11095.9521484375	13261.107421875	11487.62890625	2109.2	697.7	2190	NaN	2132.2	598.2	1741	765.2	113.2	994	26.4	1119.8	1206.9	1578.9	1275.5
O00258	GET1	1	1	1	2	1	2	2	1	1	1	0	1	1	1	1	12204.318359375	16048.81640625	32869.19140625	17135.32421875	10323.193359375	19078.09765625	28304.390625	10849.5869140625	5093.484375	8201.3955078125	NaN	10797.0712890625	12720.1611328125	13926.119140625	6235.31103515625	1021.4	1343.1	2750.9	2142.2	864	2111.3	3426.7	908	426.3	686.4	NaN	903.6	1064.6	1165.5	521.8
O00264	PGRMC1	11	11	11	11	10	11	10	10	10	10	11	11	11	10	9	91498.3125	158979.171875	180426.203125	108828	89538.1015625	191214	101951.984375	84927.8203125	60681.5546875	56802.83203125	55370.5625	69681.3359375	99417.4140625	82846.4140625	38320.83984375	49808.801	56975.102	86455.703	40669.602	40738.898	84321	54760.398	32483.301	19622.301	30585.699	22303	37307.398	42604.199	39750.398	29003.9
O00267	SUPT5H	6	6	5	4	3	8	2	2	1	3	2	4	2	4	1	8860.7265625	13736.49609375	22609.0234375	8578.234375	7672.16796875	19627.068359375	5281.03271484375	5525.76220703125	2647.9248046875	7559.3837890625	6530.03466796875	7923.67529296875	9865.142578125	8020.8427734375	10239.9736328125	350.7	1198	2075.1	639.7	940.1	1962.3	41.7	178	66	257.2	162.9	468.7	265.4	611.3	109.7
O00268	TAF4	7	7	4	2	3	6	2	1	2	4	1	5	5	7	4	8893.296875	5196.884765625	5897.4638671875	3108.041259765625	5723.154296875	5192.05517578125	6738.75537109375	3970.754150390625	1621.06982421875	3701.504638671875	3493.968017578125	5330.3369140625	3912.424560546875	11416.9091796875	5061.6875	1796.4	1324.5	545.1	85.9	346.9	1123	191.2	44	65.7	386.4	118.8	536.4	1006	2624.2	537.3
O00273	DFFA	10	12	10	10	7	12	6	7	7	7	7	7	9	8	3	17066.6015625	23038.03125	22252.986328125	12461.6181640625	7934.818359375	31174.4375	7047.05615234375	10097.892578125	5394.330078125	7496.32958984375	8634.7978515625	12422.65625	12778.126953125	8171.23046875	6382.49658203125	4463.1	6962	6924.7	3884.7	2681.1	10073.1	1839.6	2829.5	1426.9	2045.7	1899.2	3356.2	4881.7	2269.5	1317.8
O00291	HIP1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	5051.908203125	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	84.2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
O00299	CLIC1	12	13	13	13	9	14	5	10	7	11	12	11	12	7	5	21339.359375	38064.42578125	34964.1015625	18756.140625	11576.513671875	68226.7890625	9658.52734375	10152.6650390625	7322.62158203125	14887.115234375	17282.857421875	16824.16796875	17947.47265625	8348.8095703125	4181.6884765625	10389.3	17472.699	18171.699	8761.2	5025.5	32019.699	3215.6	4279.5	2991.7	6930.3	7125.6	8627.8	8494.2	3260.1	1256.1
O00303	EIF3F	29	48	31	45	29	33	29	25	45	42	12	28	30	20	37	121900.1171875	1604322.375	242672.859375	1329852.75	172385.28125	177135.453125	197135.40625	91021.2421875	1292132.625	935292.8125	36820.40625	145968.1875	163513.046875	130112.40625	507778.5	59652.602	813170.875	146257.594	659762.312	82822.398	80869.5	98483.703	40981.898	689752.312	445453.094	15035.6	67813.898	83010.898	56440.398	248593.297
O00308	WWP2	10	4	19	0	19	4	18	1	2	1	0	20	20	3	2	5897.47265625	3451.506591796875	37395.66796875	NaN	38608.515625	5439.71044921875	31002.462890625	20910.318359375	1855.2391357421875	1887.5093994140625	NaN	25649.6484375	27833.8203125	6334.86572265625	5492.55224609375	940.9	445.7	4717.5	NaN	4554.1	338.9	3964.7	91.9	88	8.7	NaN	4284	5960.3	395.9	277.2
